 Cambodia, Canada, China, Columbia, Cuba, Dominican-Republic, Ecuador, El-Salvador, England, France, Germany, Greece, Guatemala, Haiti, Holand-Netherlands, Honduras, Hong, Hungary, India, Iran, Ireland, Italy, Jamaica, Japan, Laos, Mexico, Nicaragua, Outlying-US(Guam-USVI-etc), Peru, Philippines, Poland, Portugal, Puerto-Rico, Scotland, South, Taiwan, Thailand, Trinadad&Tobago, United-States, Vietnam, Yugoslavia,?_native_country
1384.42,45032.12,8826.99,6301.59,7602.26,7052.26,6198.95,3889.31,39720.44,38476.66,44469.91,18613.42,4470.99,765.68,48223.16,2480.13,46193.61,14224.85,1939.61,5415.21,69330.69,31952.98,5109.55,38428.10,2457.38,8902.83,2221.81,19438.54,6571.93,2988.95,13811.66,21136.30,30833.37,43740.00,6160.73,52960.00,6593.82,16145.18,59531.66,2343.12,5040.00,19438.54
